;;"FAST BUDGET"

"Id";"Value";"Currency";"Category";"Account";"Date";"From/To";"Notes";"Value (EUR)"
"256";"-4.0";"EUR";"Ausflug";"Geldbörse";"10/4/24";"";"JW coffer";"-4.0"
"257";"-823.0";"EUR";"Miete";"DKB VISA Debit";"10/4/24";"";"";"-823.0"
"258";"-20.0";"EUR";"Ausflug";"Geldbörse";"10/3/24";"";"JW Spende Kloster Unterkunft";"-20.0"
"259";"-6.99";"EUR";"Ausflug";"DKB VISA Debit";"10/3/24";"";"JW essen";"-6.99"
"260";"690.9";"EUR";"Miete";"DKB VISA Debit";"10/3/24";"";"";"690.9"
"261";"-35.0";"EUR";"Ausflug";"DKB VISA Debit";"10/2/24";"";"JW Unterkunft";"-35.0"
"262";"-2.5";"EUR";"Ausflug";"DKB VISA Debit";"10/2/24";"";"JW Gebühr";"-2.5"
"263";"-50.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"10/2/24";"Geldbörse";"";"-50.0"
"264";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"10/2/24";"DKB VISA Debit";"";"50.0"
"265";"29.91";"EUR";"Zinsen";"Sparkonto DKB";"10/2/24";"";"";"29.91"
"266";"-9.99";"EUR";"Internet";"DKB VISA Debit";"10/2/24";"";"Primacom pyur";"-9.99"
"267";"-43.5";"EUR";"Ausflug";"Geldbörse";"10/1/24";"";"JW Hostel und essen";"-43.5"
"268";"500.0";"EUR";"Transfer between accounts";"C24 Google Pay";"10/1/24";"DKB VISA Debit";"";"500.0"
"269";"-6.95";"EUR";"Lebensmittel";"C24 Google Pay";"9/30/24";"";"JW Abendbrot";"-6.95"
"270";"-6.88";"EUR";"Lebensmittel";"C24 Google Pay";"9/30/24";"";"JW einkaufen snacks";"-6.88"
"271";"-14.99";"EUR";"Ausflug";"PayPal";"9/30/24";"";"JW buen camino app";"-14.99"
"272";"-28.0";"EUR";"Ausflug";"DKB VISA Debit";"9/30/24";"";"JW Hostel 2";"-28.0"
"273";"0.8";"EUR";"Zinsen";"C24 Google Pay";"9/30/24";"";"";"0.8"
"274";"-71.2";"EUR";"Tanken";"DKB VISA Debit";"9/30/24";"";"Tanken";"-71.2"
"275";"-9.25";"EUR";"Ausflug";"DKB VISA Debit";"9/30/24";"";"JW SNACK";"-9.25"
"276";"-500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"9/30/24";"C24 Google Pay";"";"-500.0"
"277";"13.5";"EUR";"Netflix";"DKB VISA Debit";"9/30/24";"";"";"13.5"
"278";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"9/30/24";"";"Spotify";"-2.5"
"279";"-5.0";"EUR";"Spenden";"Geldbörse";"9/29/24";"";"JW stempelheft";"-5.0"
"280";"-8.5";"EUR";"Restaurant";"Geldbörse";"9/29/24";"";"JW Frühstück";"-8.5"
"281";"-2.4";"EUR";"OPVN";"Geldbörse";"9/29/24";"";"JW";"-2.4"
"282";"-3.0";"EUR";"OPVN";"Geldbörse";"9/29/24";"";"JW bus";"-3.0"
"283";"-54.59";"EUR";"Ausflug";"DKB VISA Debit";"9/29/24";"";"JW hotel";"-54.59"
"284";"-11.44";"EUR";"OPVN";"PayPal";"9/29/24";"";"JW Bus";"-11.44"
"285";"-10.25";"EUR";"Verbrauchsartikel";"C24 Google Pay";"9/28/24";"";"";"-10.25"
"286";"-29.99";"EUR";"Kleidung";"C24 Google Pay";"9/28/24";"";"Flipflops";"-29.99"
"287";"-13.78";"EUR";"Lebensmittel";"C24 Google Pay";"9/28/24";"";"";"-13.78"
"288";"31.0";"EUR";"Tanken";"PayPal";"9/28/24";"";"Tanken zurück";"31.0"
"289";"-10.0";"EUR";"Ausflug";"Geldbörse";"9/28/24";"";"";"-10.0"
"290";"-4.78";"EUR";"Lebensmittel";"C24 Google Pay";"9/28/24";"";"";"-4.78"
"291";"-19.99";"EUR";"Netflix";"DKB VISA Debit";"9/28/24";"";"";"-19.99"
"292";"2753.16";"EUR";"Lohn";"DKB VISA Debit";"9/27/24";"";"";"2753.16"
"293";"-19.48";"EUR";"Lebensmittel";"C24 Google Pay";"9/26/24";"";"";"-19.48"
"294";"-93.19";"EUR";"Wohnung";"C24 Google Pay";"9/26/24";"";"Blähton und töpfe und monstera";"-93.19"
"295";"-24.94";"EUR";"Ausgleich";"Geldbörse";"9/26/24";"";"";"-24.94"
"296";"-0.04";"EUR";"Ausgleich";"DKB VISA Debit";"9/26/24";"";"";"-0.04"
"297";"138.68";"EUR";"Strom";"DKB VISA Debit";"9/26/24";"";"";"138.68"
"298";"-65.0";"EUR";"Sport";"DKB VISA Debit";"9/26/24";"";"Kickboxen";"-65.0"
"299";"-2.5";"EUR";"Ausflug";"Geldbörse";"9/25/24";"";"Brezel";"-2.5"
"300";"-6.0";"EUR";"Ausflug";"Geldbörse";"9/25/24";"";"Jacken";"-6.0"
"301";"-74.01";"EUR";"Tanken";"DKB VISA Debit";"9/25/24";"";"";"-74.01"
"302";"-9.79";"EUR";"PC";"PayPal";"9/24/24";"";"Nfs";"-9.79"
"303";"-5.28";"EUR";"Lebensmittel";"C24 Google Pay";"9/23/24";"";"";"-5.28"
"304";"-17.34";"EUR";"Lebensmittel";"C24 Google Pay";"9/23/24";"";"";"-17.34"
"305";"-23.5";"EUR";"Wohnung";"PayPal";"9/23/24";"";"Waschmaschine zurück";"-23.5"
"306";"-100.0";"EUR";"Sport";"PayPal";"9/23/24";"";"Skipass und marathon, splitwise Rückzahlung";"-100.0"
"307";"-52.41";"EUR";"Ausflug";"PayPal";"9/23/24";"";"Gravel II";"-52.41"
"308";"-6.17";"EUR";"Lebensmittel";"DKB VISA Debit";"9/23/24";"";"";"-6.17"
"309";"2.76";"EUR";"Geschenk";"PayPal";"9/23/24";"";"Ausgleich Janis";"2.76"
"310";"-11.0";"EUR";"Ausflug";"Geldbörse";"9/22/24";"";"Eis";"-11.0"
"311";"-25.0";"EUR";"Technik";"Barclays VISA";"9/21/24";"";"Merino Zeug Karabiner und powerbank";"-25.0"
"311";"-30.0";"EUR";"Sport";"Barclays VISA";"9/21/24";"";"Merino Zeug Karabiner und powerbank";"-30.0"
"311";"-89.86";"EUR";"Kleidung";"Barclays VISA";"9/21/24";"";"Merino Zeug Karabiner und powerbank";"-89.86"
"312";"-25.0";"EUR";"Ausflug";"Geldbörse";"9/21/24";"";"Essen";"-25.0"
"313";"-8.28";"EUR";"Ausflug";"C24 Google Pay";"9/21/24";"";"Sonnencreme";"-8.28"
"314";"-6.4";"EUR";"Restaurant";"Geldbörse";"9/20/24";"";"";"-6.4"
"315";"-5.6";"EUR";"Restaurant";"Geldbörse";"9/20/24";"";"";"-5.6"
"316";"-50.0";"EUR";"Essen Arbeit";"C24 Google Pay";"9/20/24";"";"";"-50.0"
"317";"-31.1";"EUR";"Ausflug";"DKB VISA Debit";"9/20/24";"";"Extra gepäck";"-31.1"
"318";"-6.88";"EUR";"Lebensmittel";"C24 Google Pay";"9/18/24";"";"Snacks";"-6.88"
"319";"-2.0";"EUR";"Lebensmittel";"C24 Google Pay";"9/18/24";"";"Maoam";"-2.0"
"320";"-9.9";"EUR";"sonstige Ausgaben";"PayPal";"9/16/24";"";"Trusted Shops";"-9.9"
"321";"-90.0";"EUR";"Strom";"DKB VISA Debit";"9/16/24";"";"";"-90.0"
"322";"-353.45";"EUR";"Eissport";"PayPal";"9/15/24";"";"";"-353.45"
"323";"-1250.32";"EUR";"Transfer between accounts";"Sparkonto DKB";"9/15/24";"DKB VISA Debit";"";"-1250.32"
"324";"1250.32";"EUR";"Transfer between accounts";"DKB VISA Debit";"9/15/24";"Sparkonto DKB";"";"1250.32"
"325";"312.0";"EUR";"Baumarkt";"PayPal";"9/15/24";"";"Schrank";"312.0"
"326";"-500.0";"EUR";"Transfer between accounts";"C24 Smart";"9/15/24";"C24 Google Pay";"";"-500.0"
"327";"500.0";"EUR";"Transfer between accounts";"C24 Google Pay";"9/15/24";"C24 Smart";"";"500.0"
"328";"-13.0";"EUR";"Motorrad Tanken";"C24 Google Pay";"9/15/24";"";"";"-13.0"
"329";"-312.97";"EUR";"Baumarkt";"C24 Google Pay";"9/14/24";"";"Schrank und Kisten";"-312.97"
"330";"-50.7";"EUR";"Tanken";"DKB VISA Debit";"9/13/24";"";"";"-50.7"
"331";"-6.99";"EUR";"Handyvertrag";"DKB VISA Debit";"9/12/24";"";"Handyvertrag";"-6.99"
"332";"-4.99";"EUR";"Handyvertrag";"DKB VISA Debit";"9/12/24";"";"Sim papa";"-4.99"
"333";"-14.12";"EUR";"Lebensmittel";"C24 Google Pay";"9/11/24";"";"";"-14.12"
"334";"65.0";"EUR";"Geschenk";"Geldbörse";"9/11/24";"";"";"65.0"
"335";"-255.62";"EUR";"Ausflug";"DKB VISA Debit";"9/10/24";"";"JW Flug Bilbao";"-255.62"
"336";"-6.65";"EUR";"Lebensmittel";"C24 Google Pay";"9/9/24";"";"";"-6.65"
"337";"-47.96";"EUR";"Sport";"DKB VISA Debit";"9/9/24";"";"Quadlock";"-47.96"
"338";"-70.0";"EUR";"Auto";"DKB VISA Debit";"9/9/24";"";"Quadlock";"-70.0"
"339";"44.44";"EUR";"Geschenke";"PayPal";"9/8/24";"";"Pfanne zurück";"44.44"
"340";"-45.18";"EUR";"Wohnung";"Barclays VISA";"9/8/24";"";"Stahlpfanne";"-45.18"
"341";"-68.99";"EUR";"Geschenke";"Barclays VISA";"9/8/24";"";"Pfanne kirsti";"-68.99"
"342";"-31.93";"EUR";"Wohnung";"Barclays VISA";"9/8/24";"";"Spitzschutz und Haken";"-31.93"
"343";"-26.41";"EUR";"Lebensmittel";"C24 Google Pay";"9/7/24";"";"";"-26.41"
"344";"-50.0";"EUR";"Ausflug";"PayPal";"9/6/24";"";"Unterkunft Radtour";"-50.0"
"345";"-501.5";"EUR";"Transfer between accounts";"DKB VISA Debit";"9/5/24";"A2PKXG";"";"-501.5"
"346";"501.5";"EUR";"Transfer between accounts";"A2PKXG";"9/5/24";"DKB VISA Debit";"";"501.5"
"347";"-49.0";"EUR";"Sport";"DKB VISA Debit";"9/4/24";"";"Kickboxen Dachverband";"-49.0"
"348";"-823.0";"EUR";"Miete";"DKB VISA Debit";"9/4/24";"";"";"-823.0"
"349";"-50.0";"EUR";"Essen Arbeit";"C24 Google Pay";"9/3/24";"";"";"-50.0"
"350";"-19.98";"EUR";"Kleidung";"Barclays VISA";"9/3/24";"";"Radhandschuhe";"-19.98"
"351";"-12.76";"EUR";"Essen Arbeit";"C24 Google Pay";"9/3/24";"";"";"-12.76"
"352";"-500.0";"EUR";"Transfer between accounts";"C24 Smart";"9/3/24";"C24 Google Pay";"";"-500.0"
"353";"500.0";"EUR";"Transfer between accounts";"C24 Google Pay";"9/3/24";"C24 Smart";"";"500.0"
"354";"-1000.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"9/3/24";"C24 Smart";"";"-1000.0"
"355";"1000.0";"EUR";"Transfer between accounts";"C24 Smart";"9/3/24";"DKB VISA Debit";"";"1000.0"
"356";"690.9";"EUR";"Miete";"DKB VISA Debit";"9/3/24";"";"";"690.9"
"357";"-9.99";"EUR";"Internet";"DKB VISA Debit";"9/2/24";"";"Primacom pyur";"-9.99"
"358";"-538.44";"EUR";"Miete";"DKB VISA Debit";"9/1/24";"";"Rückzahlung Miete Hermann";"-538.44"
"359";"-107.99";"EUR";"Motorrad";"DKB VISA Debit";"9/1/24";"";"Quadlock";"-107.99"
"360";"-24.99";"EUR";"Verbrauchsartikel";"Barclays VISA";"9/1/24";"";"One blade Klingen";"-24.99"
"361";"-27.89";"EUR";"Sport";"Barclays VISA";"9/1/24";"";"Wandhalterung fahrrad";"-27.89"
"362";"-10.99";"EUR";"Kleidung";"Barclays VISA";"9/1/24";"";"Socken";"-10.99"
"363";"-500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"9/1/24";"Barclays VISA";"";"-500.0"
"364";"500.0";"EUR";"Transfer between accounts";"Barclays VISA";"9/1/24";"DKB VISA Debit";"";"500.0"
"365";"-21.0";"EUR";"Wohnung";"Geldbörse";"9/1/24";"";"Reiskocher";"-21.0"
"366";"-15.46";"EUR";"Lebensmittel";"PayPal";"8/31/24";"";"";"-15.46"
"367";"-54.99";"EUR";"Aktivität";"DKB VISA Debit";"8/31/24";"";"Paintball";"-54.99"
"368";"-80.89";"EUR";"Tanken";"DKB VISA Debit";"8/31/24";"";"";"-80.89"
"369";"-16.74";"EUR";"Motorrad";"DKB VISA Debit";"8/31/24";"";"";"-16.74"
"370";"-260.47";"EUR";"Motorrad";"DKB VISA Debit";"8/30/24";"";"Versicherung";"-260.47"
"371";"-5.0";"EUR";"Geschenke";"Geldbörse";"8/30/24";"";"Günnico";"-5.0"
"372";"13.5";"EUR";"Netflix";"DKB VISA Debit";"8/30/24";"";"";"13.5"
"373";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"8/30/24";"";"Spotify";"-2.5"
"374";"-24.4";"EUR";"Lebensmittel";"DKB VISA Debit";"8/29/24";"";"";"-24.4"
"375";"-6.0";"EUR";"Ausflug";"DKB VISA Debit";"8/29/24";"";"Parken Berlin";"-6.0"
"376";"-77.08";"EUR";"Tanken";"DKB VISA Debit";"8/28/24";"";"";"-77.08"
"377";"-19.99";"EUR";"Netflix";"DKB VISA Debit";"8/28/24";"";"";"-19.99"
"378";"-500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"8/28/24";"Sparkonto DKB";"";"-500.0"
"379";"500.0";"EUR";"Transfer between accounts";"Sparkonto DKB";"8/28/24";"DKB VISA Debit";"";"500.0"
"380";"49.5";"EUR";"Kleidung";"Barclays VISA";"8/27/24";"";"Ringe Einstecktuch zurück";"49.5"
"381";"19.99";"EUR";"Auto";"Barclays VISA";"8/27/24";"";"Bremsverbinder zurück";"19.99"
"382";"2753.16";"EUR";"Lohn";"DKB VISA Debit";"8/27/24";"";"";"2753.16"
"383";"-100.75";"EUR";"Sport";"DKB VISA Debit";"8/26/24";"";"Mäntel";"-100.75"
"384";"-22.18";"EUR";"Lebensmittel";"DKB VISA Debit";"8/26/24";"";"";"-22.18"
"385";"-195.93";"EUR";"Motorrad";"DKB VISA Debit";"8/26/24";"";"Motorradschuhe";"-195.93"
"386";"-65.0";"EUR";"Sport";"DKB VISA Debit";"8/26/24";"";"Kickboxen";"-65.0"
"387";"-54.98";"EUR";"Kleidung";"DKB VISA Debit";"8/24/24";"";"Fahrradhose";"-54.98"
"388";"-13.4";"EUR";"Auto";"DKB VISA Debit";"8/24/24";"";"Öl";"-13.4"
"389";"-47.0";"EUR";"Motorrad";"DKB VISA Debit";"8/22/24";"";"Steuer";"-47.0"
"390";"-50.0";"EUR";"Essen Arbeit";"DKB VISA Debit";"8/21/24";"";"";"-50.0"
"391";"-22.5";"EUR";"Ausgleich";"Geldbörse";"8/20/24";"";"Tja";"-22.5"
"392";"80.0";"EUR";"Ausflug";"PayPal";"8/20/24";"";"Downhill zurück";"80.0"
"393";"-35.9";"EUR";"Geschenke";"DKB VISA Debit";"8/20/24";"";"Mett";"-35.9"
"394";"-15.51";"EUR";"Geschenke";"DKB VISA Debit";"8/20/24";"";"Brötchen Arbeit";"-15.51"
"395";"-6.99";"EUR";"Motorrad";"PayPal";"8/18/24";"";"Packet Versand";"-6.99"
"396";"50.5";"EUR";"Ausflug";"PayPal";"8/17/24";"";"Unterkunft zurück";"50.5"
"397";"-101.0";"EUR";"Ausflug";"DKB VISA Debit";"8/17/24";"";"Übernachtung+ Frühstück";"-101.0"
"398";"80.0";"EUR";"Motorrad";"PayPal";"8/17/24";"";"Schuhe weiterverkauf";"80.0"
"399";"-15.41";"EUR";"Lebensmittel";"PayPal";"8/17/24";"";"";"-15.41"
"400";"-5.9";"EUR";"Ausflug";"PayPal";"8/17/24";"";"";"-5.9"
"401";"26.0";"EUR";"Ausflug";"PayPal";"8/16/24";"";"Janis";"26.0"
"402";"-51.0";"EUR";"Ausflug";"Geldbörse";"8/16/24";"";"Essen";"-51.0"
"403";"-1.3";"EUR";"Ausflug";"Geldbörse";"8/16/24";"";"Fähre";"-1.3"
"404";"-3.85";"EUR";"Lebensmittel";"PayPal";"8/16/24";"";"";"-3.85"
"405";"-8.39";"EUR";"Lebensmittel";"PayPal";"8/16/24";"";"";"-8.39"
"406";"-90.0";"EUR";"Strom";"DKB VISA Debit";"8/16/24";"";"";"-90.0"
"407";"-8.78";"EUR";"Lebensmittel";"PayPal";"8/15/24";"";"";"-8.78"
"408";"-6.99";"EUR";"Handyvertrag";"DKB VISA Debit";"8/15/24";"";"Handyvertrag";"-6.99"
"409";"-4.99";"EUR";"Handyvertrag";"DKB VISA Debit";"8/15/24";"";"Sim papa";"-4.99"
"410";"-55.08";"EUR";"GEZ";"DKB VISA Debit";"8/15/24";"";"";"-55.08"
"411";"-31.19";"EUR";"Reparatur";"Barclays VISA";"8/14/24";"";"Bremsflüssigkeit";"-31.19"
"412";"-35.33";"EUR";"Reparatur";"Barclays VISA";"8/14/24";"";"Bremsleitungen";"-35.33"
"413";"80.0";"EUR";"Urlaub";"PayPal";"8/13/24";"";"Bikepark zurück";"80.0"
"414";"31.56";"EUR";"Motorrad";"DKB VISA Debit";"8/13/24";"";"Zulassung Doppelbuchung zurück";"31.56"
"415";"55.0";"EUR";"Geschenk";"Geldbörse";"8/13/24";"";"Geschenk Aurora karten";"55.0"
"416";"249.03";"EUR";"Strom";"DKB VISA Debit";"8/12/24";"";"Strom zurück";"249.03"
"417";"50.0";"EUR";"Geschenk";"DKB VISA Debit";"8/12/24";"";"Opa";"50.0"
"418";"-3.93";"EUR";"Urlaub";"PayPal";"8/12/24";"";"Cafe";"-3.93"
"419";"-248.79";"EUR";"Urlaub";"DKB VISA Debit";"8/11/24";"";"Bikepark";"-248.79"
"420";"-6.96";"EUR";"Urlaub";"DKB VISA Debit";"8/11/24";"";"Snacks, Buch";"-6.96"
"421";"-3.65";"EUR";"Urlaub";"DKB VISA Debit";"8/11/24";"";"Zug";"-3.65"
"422";"-14.21";"EUR";"Urlaub";"PayPal";"8/11/24";"";"Parken";"-14.21"
"423";"-13.63";"EUR";"Tanken";"DKB VISA Debit";"8/9/24";"";"";"-13.63"
"424";"-21.5";"EUR";"Lebensmittel";"DKB VISA Debit";"8/9/24";"";"";"-21.5"
"425";"-9.89";"EUR";"Lebensmittel";"DKB VISA Debit";"8/7/24";"";"";"-9.89"
"426";"-2885.5";"EUR";"Transfer between accounts";"DKB VISA Debit";"8/5/24";"A2PKXG";"";"-2885.5"
"427";"2885.5";"EUR";"Transfer between accounts";"A2PKXG";"8/5/24";"DKB VISA Debit";"";"2885.5"
"428";"-3000.0";"EUR";"Transfer between accounts";"Sparkonto DKB";"8/5/24";"DKB VISA Debit";"";"-3000.0"
"429";"3000.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"8/5/24";"Sparkonto DKB";"";"3000.0"
"430";"-501.5";"EUR";"Transfer between accounts";"DKB VISA Debit";"8/5/24";"A2PKXG";"";"-501.5"
"431";"501.5";"EUR";"Transfer between accounts";"A2PKXG";"8/5/24";"DKB VISA Debit";"";"501.5"
"432";"-823.0";"EUR";"Miete";"DKB VISA Debit";"8/4/24";"";"";"-823.0"
"433";"-19.63";"EUR";"Wohnung";"Barclays VISA";"8/3/24";"";"USB Verlängerung, haken";"-19.63"
"434";"-12.0";"EUR";"Lebensmittel";"Geldbörse";"8/3/24";"";"";"-12.0"
"435";"690.9";"EUR";"Miete";"DKB VISA Debit";"8/3/24";"";"";"690.9"
"436";"-9.99";"EUR";"Internet";"DKB VISA Debit";"8/2/24";"";"Primacom pyur";"-9.99"
"437";"-10.0";"EUR";"Lebensmittel";"Geldbörse";"8/1/24";"";"";"-10.0"
"438";"-14.34";"EUR";"Lebensmittel";"DKB VISA Debit";"7/30/24";"";"";"-14.34"
"439";"61.78";"EUR";"Kleidung";"Barclays VISA";"7/30/24";"";"Hose und Ringe zurück";"61.78"
"440";"3638.75";"EUR";"Lohn";"DKB VISA Debit";"7/30/24";"";"";"3638.75"
"441";"-70.99";"EUR";"Tanken";"DKB VISA Debit";"7/30/24";"";"";"-70.99"
"442";"13.5";"EUR";"Netflix";"DKB VISA Debit";"7/30/24";"";"";"13.5"
"443";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"7/30/24";"";"Spotify";"-2.5"
"444";"-19.99";"EUR";"Netflix";"DKB VISA Debit";"7/28/24";"";"";"-19.99"
"445";"-500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"7/28/24";"Sparkonto DKB";"";"-500.0"
"446";"500.0";"EUR";"Transfer between accounts";"Sparkonto DKB";"7/28/24";"DKB VISA Debit";"";"500.0"
"447";"-13.67";"EUR";"Lebensmittel";"DKB VISA Debit";"7/27/24";"";"";"-13.67"
"448";"14.94";"EUR";"Technik";"PayPal";"7/27/24";"";"Von Luise";"14.94"
"449";"-14.94";"EUR";"Technik";"Barclays VISA";"7/27/24";"";"Für Luise";"-14.94"
"450";"-34.0";"EUR";"Bar Alkohol";"Geldbörse";"7/27/24";"";"";"-34.0"
"451";"-60.0";"EUR";"Kleidung";"Geldbörse";"7/26/24";"";"Schneiderei";"-60.0"
"452";"-65.0";"EUR";"Sport";"DKB VISA Debit";"7/24/24";"";"Kickboxen";"-65.0"
"453";"-73.63";"EUR";"Tanken";"DKB VISA Debit";"7/22/24";"";"";"-73.63"
"454";"-35.0";"EUR";"Restaurant";"Geldbörse";"7/20/24";"";"";"-35.0"
"455";"-2.0";"EUR";"Auto";"Geldbörse";"7/20/24";"";"Parken";"-2.0"
"456";"-31.56";"EUR";"Motorrad";"DKB VISA Debit";"7/20/24";"";"Zulassung";"-31.56"
"457";"47.84";"EUR";"Strom";"DKB VISA Debit";"7/20/24";"";"";"47.84"
"458";"-88.0";"EUR";"Strom";"DKB VISA Debit";"7/20/24";"";"";"-88.0"
"459";"-5.0";"EUR";"Ausgleich";"Geldbörse";"7/20/24";"";"";"-5.0"
"460";"-10.99";"EUR";"Wohnung";"Barclays VISA";"7/19/24";"";"Eiswürfelbehälter";"-10.99"
"461";"-19.99";"EUR";"Kleidung";"Barclays VISA";"7/19/24";"";"Ringe";"-19.99"
"462";"-3.2";"EUR";"OPVN";"DKB VISA Debit";"7/18/24";"";"";"-3.2"
"463";"-122.0";"EUR";"Sport";"DKB VISA Debit";"7/18/24";"";"Schlittschuhe 2";"-122.0"
"464";"-50.0";"EUR";"Essen Arbeit";"Geldbörse";"7/17/24";"";"";"-50.0"
"465";"-27.41";"EUR";"Lebensmittel";"DKB VISA Debit";"7/16/24";"";"";"-27.41"
"466";"-10.0";"EUR";"Geschenke";"Geldbörse";"7/15/24";"";"Arbeit";"-10.0"
"467";"-10.0";"EUR";"Ausflug";"Geldbörse";"7/13/24";"";"Minigolf";"-10.0"
"468";"-25.95";"EUR";"Lebensmittel";"DKB VISA Debit";"7/13/24";"";"";"-25.95"
"469";"-29.98";"EUR";"Sport";"PayPal";"7/13/24";"";"Inliner Rucksack";"-29.98"
"470";"-15.51";"EUR";"Motorrad Tanken";"DKB VISA Debit";"7/12/24";"";"";"-15.51"
"471";"-5.99";"EUR";"Handyvertrag";"DKB VISA Debit";"7/12/24";"";"Handyvertrag";"-5.99"
"472";"-3.99";"EUR";"Handyvertrag";"DKB VISA Debit";"7/12/24";"";"Sim papa";"-3.99"
"473";"-153.08";"EUR";"Kleidung";"Barclays VISA";"7/11/24";"";"Fantasy ball";"-153.08"
"474";"-72.45";"EUR";"Tanken";"DKB VISA Debit";"7/11/24";"";"";"-72.45"
"475";"-59.99";"EUR";"Sport";"Barclays VISA";"7/10/24";"";"Schienbeinschoner";"-59.99"
"476";"-10.99";"EUR";"Wohnung";"Barclays VISA";"7/10/24";"";"Handtücher";"-10.99"
"477";"-12.59";"EUR";"PC";"Barclays VISA";"7/10/24";"";"Halterung Controller";"-12.59"
"478";"-16.14";"EUR";"Supplements";"Barclays VISA";"7/10/24";"";"Caffeine";"-16.14"
"479";"-13.0";"EUR";"Motorrad";"Geldbörse";"7/9/24";"";"Kennzeichen";"-13.0"
"480";"-10.0";"EUR";"Motorrad";"Geldbörse";"7/9/24";"";"Ausleihe Ständer";"-10.0"
"481";"-500.0";"EUR";"Transfer between accounts";"Sparkonto DKB";"7/9/24";"DKB VISA Debit";"";"-500.0"
"482";"500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"7/9/24";"Sparkonto DKB";"";"500.0"
"483";"-13.56";"EUR";"Essen Arbeit";"DKB VISA Debit";"7/9/24";"";"";"-13.56"
"484";"-31.56";"EUR";"Motorrad";"PayPal";"7/8/24";"";"Ummelden";"-31.56"
"485";"-50.0";"EUR";"Motorrad";"Geldbörse";"7/6/24";"";"An Hermani";"-50.0"
"486";"-4700.0";"EUR";"Motorrad";"Geldbörse";"7/6/24";"";"Sv650x";"-4700.0"
"487";"-1000.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"7/6/24";"Geldbörse";"";"-1000.0"
"488";"1000.0";"EUR";"Transfer between accounts";"Geldbörse";"7/6/24";"DKB VISA Debit";"";"1000.0"
"489";"-1000.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"7/5/24";"Geldbörse";"";"-1000.0"
"490";"1000.0";"EUR";"Transfer between accounts";"Geldbörse";"7/5/24";"DKB VISA Debit";"";"1000.0"
"491";"-501.5";"EUR";"Transfer between accounts";"DKB VISA Debit";"7/5/24";"A2PKXG";"";"-501.5"
"492";"501.5";"EUR";"Transfer between accounts";"A2PKXG";"7/5/24";"DKB VISA Debit";"";"501.5"
"493";"-2000.0";"EUR";"Transfer between accounts";"Sparkonto DKB";"7/4/24";"DKB VISA Debit";"";"-2000.0"
"494";"2000.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"7/4/24";"Sparkonto DKB";"";"2000.0"
"495";"-1000.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"7/4/24";"Geldbörse";"";"-1000.0"
"496";"1000.0";"EUR";"Transfer between accounts";"Geldbörse";"7/4/24";"DKB VISA Debit";"";"1000.0"
"497";"-4.5";"EUR";"Sport";"Geldbörse";"7/4/24";"";"Eis";"-4.5"
"498";"-10.0";"EUR";"Restaurant";"Geldbörse";"7/4/24";"";"";"-10.0"
"499";"50.0";"EUR";"Geschenk";"PayPal";"7/4/24";"";"Gutschein";"50.0"
"500";"-823.0";"EUR";"Miete";"DKB VISA Debit";"7/4/24";"";"";"-823.0"
"501";"-19.3";"EUR";"Lebensmittel";"PayPal";"7/3/24";"";"";"-19.3"
"502";"-400.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"7/3/24";"Geldbörse";"";"-400.0"
"503";"400.0";"EUR";"Transfer between accounts";"Geldbörse";"7/3/24";"DKB VISA Debit";"";"400.0"
"504";"-69.25";"EUR";"Tanken";"DKB VISA Debit";"7/3/24";"";"";"-69.25"
"505";"690.9";"EUR";"Miete";"DKB VISA Debit";"7/3/24";"";"";"690.9"
"506";"-2000.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"7/2/24";"Geldbörse";"";"-2000.0"
"507";"2000.0";"EUR";"Transfer between accounts";"Geldbörse";"7/2/24";"DKB VISA Debit";"";"2000.0"
"508";"44.02";"EUR";"Zinsen";"Sparkonto DKB";"7/1/24";"";"";"44.02"
"509";"48.39";"EUR";"Baumarkt";"PayPal";"6/30/24";"";"";"48.39"
"510";"-48.39";"EUR";"Baumarkt";"DKB VISA Debit";"6/30/24";"";"";"-48.39"
"511";"-9.99";"EUR";"Internet";"DKB VISA Debit";"6/28/24";"";"Primacom pyur";"-9.99"
"512";"-50.0";"EUR";"Essen Arbeit";"DKB VISA Debit";"6/28/24";"";"";"-50.0"
"513";"-34.0";"EUR";"Restaurant";"PayPal";"6/28/24";"";"Hochzeitsessen";"-34.0"
